"Rzeczywista","Przewidziana","P_BARBUNYA","P_BOMBAY","P_CALI","P_DERMASON","P_HOROZ","P_SEKER","P_SIRA"
"DERMASON","DERMASON",2.19253559711042e-10,4.203207392033e-26,1.69637918697821e-11,0.996744586438589,1.64126908097058e-12,7.67194363622965e-07,0.0032546461291891
"DERMASON","DERMASON",6.40248967700244e-09,8.98581674971701e-27,2.85898363653146e-10,0.990976940643778,6.66998589243081e-11,1.32712673449835e-07,0.00902291988846042
"DERMASON","DERMASON",8.21714214787971e-11,2.45076859694401e-25,2.58462280279994e-14,0.999213755031557,4.59117546594182e-15,3.35896714820487e-05,0.000752655214758984
"DERMASON","DERMASON",2.49518646846527e-09,9.5700496350779e-25,7.16974535350232e-14,0.997714381862092,2.84025050668768e-13,0.000222433730899074,0.0020631819114668
"DERMASON","DERMASON",1.49036687052491e-08,4.41067902566391e-26,3.92757777891573e-14,0.959826744097171,9.01174499128405e-12,0.0401672900359406,5.95095416877333e-06
"DERMASON","DERMASON",9.98295747432604e-10,2.91004223335759e-26,7.91609382577509e-13,0.998755155114356,1.16255696730454e-13,2.00795186024564e-06,0.00124283593458044
"DERMASON","DERMASON",1.50187321746971e-08,6.80785117300207e-26,9.3010507282595e-12,0.994236342352784,1.14842803145633e-11,2.91742899751254e-06,0.00576072517870091
"DERMASON","DERMASON",9.61143503282221e-12,5.95975509533829e-25,3.53051922285368e-15,0.999340224868065,5.27437134402794e-16,0.000165548976273608,0.000494226146045952
"DERMASON","DERMASON",5.07850825049477e-06,7.88454876509711e-25,2.47633416906342e-12,0.991814946396072,6.26647887840188e-09,0.00674781219454827,0.0014321566321746
"DERMASON","DERMASON",6.61740263920213e-10,4.33773836147586e-25,3.04981842875218e-13,0.996417754702426,1.40555367881171e-13,1.45944893966755e-05,0.00356765014599145
"DERMASON","DERMASON",2.69789397721868e-08,2.24887755881574e-26,7.99824132272702e-10,0.978739597383223,5.52955396161757e-10,1.71101866835912e-07,0.0212602031831915
"DERMASON","DERMASON",4.55561989436577e-11,2.64851450787358e-25,6.64738675377028e-13,0.997249156454244,7.98184640290674e-14,7.38872140570038e-06,0.00274345477804943
"DERMASON","DERMASON",1.0480695036831e-09,9.31995543854875e-26,9.23909646200986e-13,0.997470548413004,2.49758313866948e-13,3.89759867073111e-06,0.00252555293908226
"DERMASON","DERMASON",3.78883995018469e-09,9.86010916487046e-25,4.96743809124699e-13,0.993910545696874,2.21239805059239e-12,9.1355917846086e-05,0.00599809459373072
"DERMASON","DERMASON",1.16698658796348e-09,1.00370548178028e-24,5.00960754002873e-14,0.995774244305151,1.04794112738984e-12,0.00369509163449845,0.000530662892265442
"DERMASON","DERMASON",3.15291490137832e-11,9.41109975397161e-26,4.06433618023056e-12,0.998493929871252,3.60569063392941e-13,3.41041095880215e-06,0.00150265968183501
"DERMASON","DERMASON",2.92159837442582e-10,3.10794136610187e-26,1.28806497889838e-12,0.998586011472368,1.41943749716069e-13,2.0818153836622e-06,0.0014119064186582
"DERMASON","DERMASON",4.2946448893414e-11,3.2803535030929e-25,1.73094636397413e-13,0.998092015426359,1.74131297485074e-14,1.03607745855862e-05,0.00189762375591814
"DERMASON","DERMASON",1.68781790017488e-10,6.46496608535061e-25,2.43983119378895e-13,0.996077069267837,1.07936506348027e-13,2.87499568858587e-05,0.00389418060614358
"DERMASON","DERMASON",2.85394391726383e-09,5.92391108075664e-26,1.42620402386779e-11,0.993280290627344,3.39848303735503e-12,6.75185504259485e-07,0.00671903131554705
"DERMASON","DERMASON",2.00378630957787e-10,1.75697409146347e-24,5.81252889237154e-14,0.996574687388291,3.78910264153187e-14,7.80158945873762e-05,0.00334729651664712
"DERMASON","DERMASON",3.13900538503751e-09,5.53222493549017e-25,3.14008522988054e-15,0.990765584547205,7.77546450360586e-14,0.0091333128679951,0.000101099445713217
"DERMASON","DERMASON",4.68015417575592e-09,4.4923032717125e-26,6.88338964951203e-11,0.989809727719074,1.94448499311471e-11,3.55107058871144e-07,0.0101899124054336
"DERMASON","DERMASON",1.91853085973041e-09,1.67192453047546e-26,3.01853510671501e-12,0.998228401147883,3.17954463907611e-13,5.59320446552146e-07,0.0017710376098032
"DERMASON","DERMASON",8.7730171237417e-10,7.27720673155573e-26,1.03274596671094e-12,0.998175848226872,2.15374780790919e-13,3.08409274037548e-06,0.00182106680183784
"DERMASON","DERMASON",4.60216420707449e-10,8.72035543699845e-27,3.10634751090975e-11,0.998190249713017,2.17511357748145e-12,2.86995636278226e-07,0.00180946279789187
"DERMASON","DERMASON",3.49031157054667e-09,5.20626216735214e-26,2.86505380590276e-11,0.994838101991684,1.50055275653712e-11,1.36774394026007e-06,0.00516052673040837
"DERMASON","DERMASON",1.23662162082456e-07,5.40581573683308e-26,5.92293866928651e-12,0.99723531901358,4.53580163977852e-11,1.398468637756e-05,0.00275057258659955
"DERMASON","DERMASON",2.69086277998445e-10,3.80560772935126e-26,4.08665818377921e-12,0.997909786954735,4.01864593363872e-13,1.22084005818794e-06,0.00208899193163214
"DERMASON","DERMASON",3.05169668736899e-09,1.47430903594063e-25,4.53317297662962e-12,0.993841098752873,5.44528507397783e-12,7.93370666660885e-06,0.00615096447878509
"DERMASON","DERMASON",1.05862071909727e-08,2.60420833513261e-26,2.01721007153132e-10,0.991333268594358,7.25038032371088e-11,2.27239789575474e-07,0.00866649330542022
"DERMASON","DERMASON",7.64114781716906e-10,6.26994861743524e-26,4.42218185317234e-11,0.993139491104284,7.89271625827335e-12,6.03988096288292e-07,0.00685990409139083
"DERMASON","DERMASON",0.00104048602699977,2.69043958748363e-24,3.65296688970763e-13,0.852295365434988,4.94838861423479e-08,0.145902240578066,0.000761858475694119
"DERMASON","DERMASON",2.40400992748464e-10,1.37763980056845e-24,1.30332512292179e-15,0.991477995527625,9.35834939967934e-15,0.00833882525842207,0.000183178973540928
"DERMASON","DERMASON",1.60510728973948e-10,4.33867308847775e-24,9.80136974269699e-15,0.997301841113324,1.63727946674592e-14,0.000596840158320919,0.00210131856781876
"DERMASON","DERMASON",2.78175216230566e-09,1.30737886333888e-24,3.60804715671248e-14,0.983337987289145,2.87482785674256e-12,0.0163655968149067,0.000296413111284914
"DERMASON","DERMASON",4.29852992791564e-08,2.30671386582593e-25,1.57633898215195e-12,0.995781963900368,8.39799462486933e-12,2.37250324778621e-05,0.00419426807187993
"DERMASON","DERMASON",1.29464615724993e-10,7.96253388572855e-25,8.15697353718015e-13,0.993700417555428,1.87898368938414e-13,9.04759100731355e-06,0.00629053472309631
"DERMASON","DERMASON",5.48068372343635e-09,2.13799566542475e-25,1.21592888322759e-12,0.99608096838975,1.57047625530505e-12,1.15717588454283e-05,0.00390745436793437
"DERMASON","DERMASON",5.42067352704241e-09,9.93215803995113e-24,1.11655231808388e-12,0.96975715443064,1.18307689199373e-11,0.000154134315095647,0.0300887058206435
"DERMASON","DERMASON",6.63375737191286e-10,4.20715496137706e-24,3.53845552523276e-14,0.995814977084101,1.72891006259905e-13,0.000699665933700598,0.0034853563186141
"DERMASON","DERMASON",9.50126440989715e-09,1.94156637871455e-25,4.53663363911542e-11,0.98220575821388,4.75877939412048e-11,1.53744284569326e-06,0.0177926947490561
"DERMASON","DERMASON",2.5291566617073e-07,4.60504522272946e-25,3.71615700985313e-13,0.813502175883901,2.26487346795106e-09,0.186443131750179,5.44371850082035e-05
"DERMASON","DERMASON",2.28879896592202e-09,1.04923305213734e-24,1.97401778835248e-13,0.996030999592941,5.85556008414534e-13,0.000103452864357749,0.0038655452531193
"DERMASON","DERMASON",2.32352891529075e-08,2.69243376236466e-26,3.44016464559614e-11,0.994145782959592,1.78786773325738e-11,4.8192550663417e-07,0.00585371182733145
"DERMASON","DERMASON",6.26339495852855e-09,2.71897653544101e-25,1.36085976491164e-14,0.998536641543468,1.52369116024724e-13,0.00124807896529793,0.000215273227673176
"DERMASON","DERMASON",2.05813770497788e-08,1.11144070968541e-24,1.38071690913972e-13,0.997183056961726,2.30167076543806e-12,0.000398293589125216,0.00241862886533166
"DERMASON","DERMASON",1.66541650907249e-08,2.38467428139768e-24,2.19549379657586e-13,0.994664991991153,3.87937792998417e-12,0.000379723334372109,0.00495526801621114
"DERMASON","DERMASON",1.73831034679364e-09,1.77720074642515e-24,1.64519175680543e-13,0.995206591989869,4.75585288204693e-13,0.000122523501968584,0.00467088276921217
"DERMASON","DERMASON",3.51223833588477e-12,5.46965011049786e-23,1.00669329661125e-15,0.989102487874314,1.5582630194923e-15,0.0079167399256361,0.00298077219653457
"DERMASON","DERMASON",2.85745448685417e-09,2.82512783797223e-25,1.04328818366346e-11,0.983469674830314,5.48062489016999e-12,1.92019763111069e-06,0.0165284020986867
"DERMASON","DERMASON",2.51083120461807e-09,3.58953771138166e-25,4.17225864410332e-12,0.987770574208962,3.56453229568185e-12,5.51052467194074e-06,0.0122239127477979
"DERMASON","DERMASON",7.25908676413946e-08,3.48399658060344e-26,6.94846679013441e-11,0.989770524639905,4.19019443699598e-11,2.40333843166168e-07,0.0102291623239972
"DERMASON","DERMASON",1.64436070294166e-08,1.34688538616078e-25,5.93548077613166e-08,0.863848807932959,2.78449517036353e-07,3.82687864544886e-07,0.136150455131245
"DERMASON","DERMASON",5.94820964093226e-09,4.27242714979345e-24,1.17742700756071e-13,0.994252915040038,3.17957167221521e-12,0.0013788046828349,0.00436827432562044
"DERMASON","DERMASON",3.69349941765244e-09,9.72214214984919e-25,6.67937108541311e-13,0.994415673835474,4.37999557901308e-12,0.000138636046108686,0.00544568641987002
"DERMASON","DERMASON",8.11034138636407e-10,1.1309547635739e-24,2.21807346868073e-15,0.92982596871458,1.46744226738478e-13,0.0701191745602562,5.48559139807936e-05
"DERMASON","DERMASON",2.81137000086575e-08,3.90432023558366e-26,5.58243242204981e-10,0.976179837274342,3.11697114725487e-10,1.48258026957721e-07,0.0238199854839906
"DERMASON","DERMASON",2.03304683589587e-08,3.35676589071237e-26,5.25847693060602e-10,0.986704715290645,4.48502911481617e-10,3.38149453450172e-07,0.0132949252550829
"DERMASON","DERMASON",1.52394275643249e-09,7.49171401285395e-25,3.92768205045842e-13,0.995422382254134,5.41142207156818e-13,3.60122716350413e-05,0.004541603949354
"DERMASON","DERMASON",3.19700787589817e-09,4.38190627549203e-26,5.4297603269042e-11,0.990810784125008,1.88815419315997e-11,6.04357042068131e-07,0.00918860824776266
"DERMASON","DERMASON",1.69690451226548e-08,6.16644136403695e-26,1.49817037279963e-10,0.985783093379929,7.37846460412867e-11,2.91227508278024e-07,0.014216598199916
"DERMASON","DERMASON",1.84192818444978e-09,3.33781867877561e-25,3.14944661782737e-13,0.997168709132076,2.78426263392117e-13,2.06848196669522e-05,0.00281060420573533
"DERMASON","DERMASON",1.12146222393575e-07,2.20309036398322e-24,5.19405404928295e-12,0.97431304533139,1.51609059007216e-10,7.25483947069359e-05,0.0256142939708777
"DERMASON","DERMASON",6.90978092853144e-12,3.56231779551277e-23,3.66570854013987e-15,0.993948286471178,3.38003730632649e-15,0.00180307453734588,0.00424863898455912
"DERMASON","DERMASON",1.89917871293241e-08,9.15618307524298e-25,3.9032619886167e-12,0.982859107250219,1.76959931556621e-11,1.79198647568363e-05,0.0171229538716378
"DERMASON","DERMASON",1.42529221242538e-10,1.93347007979375e-24,8.38524080466135e-14,0.995997764180795,4.51156661285128e-14,6.25062984441226e-05,0.00393972937810296
"DERMASON","DERMASON",4.24462052738162e-11,9.07158465605486e-27,1.80951452089866e-09,0.998797852081525,7.91919795489409e-10,2.49024434926298e-06,0.0011996550302456
"DERMASON","DERMASON",5.98721912881812e-12,4.29662377782194e-24,2.86007500592572e-15,0.897106153470181,4.71706809027782e-14,0.102778466236693,0.000115380287089303
"DERMASON","DERMASON",1.13812327556436e-09,2.35980747288481e-25,1.41925715717925e-11,0.984626783013844,3.6478424728192e-12,1.09265708510295e-06,0.0153721231731074
"DERMASON","DERMASON",5.55690045755455e-10,2.43120314753466e-26,1.79765266465477e-11,0.997364915223006,2.08612623921132e-12,6.05958398681181e-07,0.00263447824284237
"DERMASON","DERMASON",8.41704716026489e-09,6.1685463629605e-26,7.62228099047077e-12,0.994834650951067,3.28020570339137e-12,1.10712074625232e-06,0.00516423350023692
"DERMASON","DERMASON",1.89726227078162e-09,2.18627591856966e-25,1.48210644298248e-11,0.990417851855193,4.69681824852494e-12,1.21980624775886e-06,0.00958092642177917
"DERMASON","DERMASON",1.32976932075384e-10,8.10329998419804e-27,1.76179702799074e-07,0.998637093859862,9.32999209317252e-07,7.20393133538849e-06,0.001354592896913
"DERMASON","DERMASON",1.51848973890358e-06,5.35907095387124e-25,4.36596217243197e-09,0.725487571691626,1.91633610226036e-07,1.27389445023773e-06,0.274509439924612
"DERMASON","DERMASON",1.9314673823371e-10,9.02323434538388e-24,1.05149057465049e-13,0.990917573275526,1.33546362639471e-13,0.000144953799102039,0.00893747273198672
"DERMASON","DERMASON",1.51822836725666e-08,8.22972733268724e-25,3.70446998150438e-12,0.984049782715268,1.66347917788988e-11,2.0105338521037e-05,0.0159300967435876
"DERMASON","DERMASON",1.79573386119246e-10,2.07439517706574e-26,2.87902529154321e-12,0.998989716019026,1.47579825242677e-13,7.97815207435369e-07,0.00100948598316613
"DERMASON","DERMASON",9.33448469102223e-10,2.23046730624597e-26,4.01936107544682e-12,0.997672129788533,3.26899440824196e-13,5.03031610134468e-07,0.00232736624206142
"DERMASON","DERMASON",2.56457035478797e-10,1.66897411160784e-25,1.72580214880697e-11,0.994964185895979,3.73010340690054e-12,2.03380115688385e-06,0.00503378002541908
"DERMASON","DERMASON",8.50974732740146e-10,3.91536633751489e-23,3.50579849691643e-15,0.957877964646513,2.16949904748408e-13,0.0400075351270213,0.00211449937527011
"DERMASON","DERMASON",2.11374444899985e-09,4.27251528924555e-23,2.96875887348219e-14,0.974752136679514,2.83568413975026e-12,0.0190265243997361,0.00622133680413965
"DERMASON","DERMASON",9.76298025009378e-10,3.60969725848216e-25,1.10175263065423e-12,0.994987537793994,4.29690017856176e-13,5.99544348332649e-06,0.00500646578469326
"DERMASON","DERMASON",6.95527907520033e-08,3.58999487078312e-25,4.88252585031583e-13,0.963516273277854,4.6300133857068e-10,0.0363842484408136,9.94082650520595e-05
"DERMASON","DERMASON",3.69131885770232e-09,2.74676964773631e-24,3.22054483569716e-13,0.991894491738315,1.59661172818901e-12,0.000127131850908766,0.00797837271753888
"DERMASON","DERMASON",8.73405367974765e-10,3.33259715109713e-24,3.09024427968667e-13,0.991308881798489,4.92791107437091e-13,6.14520169665408e-05,0.00862966531033712
"DERMASON","DERMASON",2.22096011181644e-09,7.67780193586585e-25,3.53306955201883e-12,0.982158811631831,3.57936012998385e-12,7.53065994834941e-06,0.0178336554801477
"DERMASON","DERMASON",1.98316499878833e-10,4.96084095233833e-25,4.57250036011939e-13,0.995874116101996,1.14113933286123e-13,1.02860581947385e-05,0.0041155976409213
"DERMASON","DERMASON",8.79595934803608e-11,1.27140446554757e-23,1.44140361687941e-14,0.994878761627014,2.63789639088072e-14,0.000750556545712347,0.00437068173927346
"DERMASON","DERMASON",6.71364139332721e-07,3.07416202965702e-24,8.55673033610325e-12,0.969815709943844,8.41473337050896e-10,0.000121670111169381,0.0300619477308168
"DERMASON","DERMASON",5.20178564104605e-09,3.1139630434567e-24,3.98966432981977e-13,0.991563587962132,5.3215417875705e-12,0.000349939134702865,0.00808646769565968
"DERMASON","DERMASON",1.01893713988998e-09,1.15938289764891e-23,3.74706999843152e-14,0.993448755796575,2.8677981200401e-13,0.000990990895133704,0.00556025228903036
"DERMASON","DERMASON",6.67857325136944e-09,1.48740604924643e-24,5.06241441516417e-15,0.963601433595803,5.73583520087239e-13,0.0362618535379995,0.000136706187045231
"DERMASON","DERMASON",1.68852747628514e-09,1.55767195157461e-25,4.99613620009729e-12,0.991909770369867,2.2909163937954e-12,2.89293980718889e-06,0.00808733499451078
"DERMASON","DERMASON",8.32647737201799e-11,7.0069943635592e-25,1.49527587252871e-13,0.996999502436619,3.15799684182802e-14,1.98281834872075e-05,0.00298066929644825
"DERMASON","DERMASON",2.38076847190206e-09,2.19513949788433e-25,9.3352945384729e-11,0.980041256518505,3.16127445928849e-11,5.58029050507604e-07,0.0199581829467101
"DERMASON","DERMASON",3.74258361326733e-11,1.24631305346672e-24,6.4688669583386e-15,0.984266516157735,5.65118379784599e-14,0.0155992403333137,0.000134243471462271
"DERMASON","DERMASON",2.80021090411158e-08,8.5540471315594e-24,4.56452692449662e-13,0.98681817083505,1.41947755708516e-11,0.000443266859466073,0.0127385342887241
"DERMASON","DERMASON",5.66843723751009e-10,4.32371925545178e-24,4.53651491997586e-12,0.967590036067586,4.97148845209588e-12,1.49441295891996e-05,0.0323950192264735
"DERMASON","DERMASON",0.000140458795466912,5.52452960084728e-23,4.39146177491679e-11,0.852422950168653,1.13189645266227e-06,0.00480087465705843,0.142634584438454
"DERMASON","DERMASON",6.60167329891826e-10,8.88632508874094e-24,1.83862392114347e-15,0.760889344412912,3.90295176676219e-13,0.238949244387796,0.000161410538732254
"DERMASON","DERMASON",1.08418741364921e-08,4.37827992990204e-24,8.59428957522863e-12,0.949639387972838,4.71182615219865e-11,2.03328432219668e-05,0.0503402682863528
"DERMASON","DERMASON",5.09321308372206e-09,4.37530456640971e-24,4.3208449421759e-15,0.989394169142969,1.6887464153358e-13,0.0099928647080265,0.000612961055618276
"DERMASON","DERMASON",4.81767200448679e-08,1.53932934356429e-25,1.14108438712182e-09,0.934308084295163,1.60763005494332e-09,2.52474842807587e-07,0.0656916123045601
"DERMASON","DERMASON",9.62689440368958e-09,2.11235845428693e-25,9.55911862904188e-08,0.802197125529873,6.57001083501312e-07,5.72366044898658e-07,0.197801539884918
"DERMASON","DERMASON",1.78064568829298e-09,5.92104691070697e-24,2.33484356605113e-12,0.967533400458934,6.56189093745428e-12,3.62961411713229e-05,0.032430301610352
"DERMASON","DERMASON",4.60652393957095e-09,1.35257282151069e-25,4.49205937393047e-10,0.976264156989523,2.43431519930442e-10,4.05879158697207e-07,0.0237354318321569
"DERMASON","DERMASON",2.53047192035472e-08,1.88724175830403e-24,3.5030077944913e-12,0.978642286136871,3.75957984839995e-11,4.86638916150036e-05,0.0213090246256959
"DERMASON","DERMASON",1.80074395992901e-09,2.09179553358547e-24,4.54583093057031e-11,0.947298244784757,4.87250997808577e-11,3.27850758897342e-06,0.0526984748127263
"DERMASON","DERMASON",1.80028438612128e-08,1.13258243538988e-23,7.91113856178984e-13,0.977492252853139,2.63191602996419e-11,0.000449173321423496,0.0220585557954837
"DERMASON","DERMASON",3.39753812648001e-08,8.34690271401413e-26,6.57719870762899e-10,0.975645442574668,4.59755723302718e-09,3.20583380765329e-06,0.0243513123608655
"DERMASON","DERMASON",2.95320222106788e-09,1.0322156366475e-23,3.575895086735e-12,0.948265612943015,2.04940821380597e-11,5.64604240534622e-05,0.0516779236556589
"DERMASON","DERMASON",5.48606778003825e-09,5.59400271794692e-26,5.08869231170215e-09,0.97145523728595,4.45676423524206e-09,2.70764025917319e-07,0.0285444769185
"DERMASON","DERMASON",7.13774241590282e-09,6.10967134025479e-24,3.04911550425442e-12,0.963664378446397,2.19282436237884e-11,5.48763619038846e-05,0.0362807380289791
"DERMASON","DERMASON",8.32604589711566e-09,2.90576391013332e-23,2.86798941181389e-12,0.934323092209409,4.19247533086413e-11,0.000124109471517602,0.0655527899482344
"DERMASON","DERMASON",1.81086076459379e-09,6.59363554835055e-26,6.16187071522381e-11,0.986526075581614,2.2606653449071e-11,7.72703623731496e-07,0.0134731498196761
"DERMASON","DERMASON",2.0076134945224e-09,2.33479764230715e-26,1.98072646810394e-09,0.992918499982988,1.21485621553423e-09,4.72620779675496e-07,0.00708102219303598
"DERMASON","DERMASON",2.90254236387354e-07,1.98376425715685e-24,1.29193104370078e-10,0.907460626753686,3.82768711481948e-09,1.13477368025822e-05,0.0925277312983945
"DERMASON","DERMASON",2.24652478785831e-09,2.30024238967383e-26,8.96625542145685e-09,0.990903987246174,1.04377267771264e-08,5.78707640786699e-07,0.00909541239567807
"DERMASON","DERMASON",7.53239694609785e-11,1.00602400411805e-22,3.26320014416356e-15,0.979361198605564,3.85671770222021e-14,0.0153175436208689,0.0053212576982012
"DERMASON","DERMASON",8.86042208680584e-07,3.94765225509585e-23,1.53168804408852e-13,0.937687786706516,5.37149276311164e-10,0.0562617617275969,0.00604956498637675
"DERMASON","DERMASON",1.58012066636396e-08,2.6371052779665e-23,1.06029726527194e-11,0.891483212027067,2.33781584061858e-10,8.28461554816136e-05,0.10843392577186
"DERMASON","DERMASON",7.18994284114645e-10,1.34811749898686e-25,1.04211789653912e-10,0.991824432185149,2.97343283657351e-11,8.81727982563252e-07,0.00817468523392839
"DERMASON","DERMASON",3.57467833240038e-08,8.26665940645976e-24,1.09196633317214e-11,0.924117677839336,2.71411514482914e-10,6.64493140298845e-05,0.0758158368175197
"DERMASON","DERMASON",8.10266564534923e-10,1.21168354479672e-24,5.82031744200176e-12,0.986126914491913,2.9328551886593e-12,4.78945926233174e-06,0.0138682952298047
"DERMASON","DERMASON",1.36765969207927e-06,3.02158974968935e-24,7.42010477872468e-10,0.736551633966899,6.70887060738279e-08,7.22797692482345e-06,0.263439702565767
"DERMASON","DERMASON",2.4823165926618e-08,3.570976743898e-25,4.34489846033588e-10,0.943824678115685,6.60634545745442e-10,5.92919309627935e-07,0.0561747030467152
"DERMASON","DERMASON",9.4595148759585e-10,9.67178778103835e-25,7.95025253879805e-12,0.983201136153005,4.01477915051917e-12,3.77800966875158e-06,0.01679508487941
"DERMASON","DERMASON",3.59839879850204e-10,7.68694394627257e-24,1.57009737062205e-14,0.995320495342055,9.99341687317573e-14,0.00185992897004859,0.00281957532794068
"DERMASON","DERMASON",1.0377439286335e-08,1.74646730564826e-24,3.90618729732948e-11,0.942399321820924,1.04646454803466e-10,4.56465991578132e-06,0.0575961029980127
"DERMASON","DERMASON",1.15787787417368e-09,8.6011683227625e-24,6.84160617772083e-12,0.925405387247233,3.22006554412506e-11,4.81241102926116e-05,0.0745464874455538
"DERMASON","DERMASON",1.09832623331565e-10,1.40590371723864e-24,1.4023526255088e-13,0.995653543574339,6.55653509859825e-14,4.76775272634854e-05,0.00429877878835903
"DERMASON","DERMASON",2.54708352088341e-08,2.50678247628178e-25,1.07889431355374e-10,0.974051888897403,9.51840848590833e-11,5.5424443140731e-07,0.025947531184257
"DERMASON","DERMASON",1.99035234584632e-08,6.73264648181329e-25,7.27781546222058e-12,0.985124856144125,1.81181944529284e-11,6.82449590013476e-06,0.0148682994310559
"DERMASON","DERMASON",4.680363334456e-10,2.22816601191499e-25,1.7148077456845e-11,0.992033466181409,5.53176035457569e-12,2.37260040866814e-06,0.00796416072746651
"DERMASON","DERMASON",2.54928515235847e-09,1.07532424840012e-23,8.85122330657603e-13,0.977062867292432,4.99940756409734e-12,0.000116469062302018,0.0228206610900968
"DERMASON","DERMASON",3.29354637550614e-09,1.66767104517135e-22,2.3625024692701e-14,0.949690246990128,4.55645904124082e-12,0.0387014918415927,0.0116082578701522
"DERMASON","SIRA",9.48121108119117e-08,6.11685127622186e-25,2.99533669487424e-08,0.399441576703351,3.37206481602151e-07,1.28071713771409e-07,0.600557833252976
"DERMASON","DERMASON",1.97644108693462e-09,1.97269991929112e-25,1.49162054446298e-10,0.98236497410325,4.33598709575885e-11,4.40417527929377e-07,0.0176345833102591
"DERMASON","DERMASON",8.75420139924682e-08,5.14902346802618e-24,8.6325741406009e-11,0.831621419973961,1.41303713236414e-09,8.90590789694269e-06,0.168369585076765
"DERMASON","DERMASON",4.24647367535086e-11,1.53488742825442e-24,7.12709929289853e-13,0.995098085768985,1.4394318940121e-13,1.51866884050634e-05,0.0048867274992885
"DERMASON","DERMASON",4.79611136273671e-09,4.32914483358975e-25,1.11556589360578e-09,0.946344158493832,1.16610134745252e-09,6.08559916467827e-07,0.0536552258684729
"DERMASON","DERMASON",3.27045355374019e-09,4.2293596021035e-25,5.62851978206708e-12,0.986248204010713,5.87626425112376e-12,5.63120387690308e-06,0.013746161503452
"DERMASON","DERMASON",1.30728691753876e-10,1.93993304915958e-22,6.44393901466684e-14,0.965837106973057,4.58496369698268e-13,0.00175575838580467,0.0324071345098864
"DERMASON","DERMASON",3.50976684322059e-07,7.25453407398144e-23,6.45131869161217e-12,0.900434993200339,1.84979065689247e-09,0.000648657368985253,0.0989159965977494
"DERMASON","DERMASON",1.70389480951953e-06,9.88047617938891e-23,3.41666185955777e-12,0.928979457819398,4.08636432780679e-09,0.00266348285428813,0.0683553513417237
"DERMASON","DERMASON",2.21313682770681e-07,1.60409388284794e-25,2.22520386234215e-08,0.903311465948797,3.20067636818552e-07,7.51518768907017e-07,0.0966872188990759
"DERMASON","DERMASON",2.27005205619796e-08,7.25975966033476e-26,3.10708099838902e-09,0.925370364401599,2.95324106143236e-09,1.40326866468878e-07,0.0746294665106917
"DERMASON","DERMASON",8.51873094066074e-11,5.45146746865426e-25,5.00335377802508e-13,0.996704588587955,8.06036757962757e-14,9.07532572272789e-06,0.00328633600055366
"DERMASON","DERMASON",1.07396063690086e-08,6.00967171718071e-24,3.86658621923864e-13,0.988350192216812,6.19895023533796e-12,0.00031564311868611,0.0113341539183103
"DERMASON","DERMASON",3.25313470083967e-09,5.83491165083653e-26,1.39720139638325e-10,0.991998601209676,4.75157256535198e-11,4.56954500199549e-07,0.00800093839545291
"DERMASON","DERMASON",1.85955006080348e-07,2.16083999195319e-23,2.87024013024931e-13,0.982789501604447,1.25010097622122e-10,0.00646601265792065,0.0107442996573296
"DERMASON","DERMASON",7.99023803724945e-09,5.79806773082465e-24,4.07385396860162e-13,0.987864329174739,4.84316699964911e-12,0.000241764010939046,0.0118938988188333
"DERMASON","DERMASON",1.0098099047574e-08,7.75076255562123e-24,1.01704568565666e-12,0.982003126041629,9.44209433377537e-12,0.000111832862150943,0.0178850309876615
"DERMASON","DERMASON",3.17070177018403e-09,5.68480732983786e-23,9.25267229653233e-16,0.788356935633965,2.78515563991171e-13,0.21087092885875,0.000772132336303275
"DERMASON","DERMASON",6.10856828300557e-09,1.82048861698143e-25,2.88192887127863e-08,0.906823307183784,1.16849830550222e-07,7.77824790197213e-07,0.0931757632137384
"DERMASON","DERMASON",1.81611371955991e-10,1.39530942812271e-22,3.01272453254166e-14,0.975401451435821,4.22375286429905e-13,0.00486388957045252,0.0197346588116625
"DERMASON","DERMASON",3.61557445730018e-11,8.60446131768449e-23,4.91654497756979e-14,0.982123853844426,9.91642209530656e-14,0.000780686532817755,0.0170954595864525
"DERMASON","DERMASON",8.08962108674497e-10,2.91030293106986e-24,1.3981998909698e-12,0.982706204626702,2.17768117660686e-12,3.21254758587447e-05,0.0172616690849016
"DERMASON","DERMASON",1.46423296076148e-08,4.39158442664967e-23,9.64179702214744e-13,0.954266891539223,5.27965557066366e-11,0.000822781587128883,0.0449103121775574
"DERMASON","DERMASON",8.90093898009626e-09,1.08768434676676e-25,1.40698536550943e-10,0.983925921736185,7.95092988431935e-11,4.91380756923935e-07,0.0160735777619112
"DERMASON","DERMASON",2.651508693855e-10,7.67529007284156e-25,5.40405941350885e-10,0.983318625791453,4.21648262128939e-10,2.94199836586297e-06,0.0166784309829761
"DERMASON","DERMASON",3.82133659604937e-10,7.19325611132455e-23,4.01000281730939e-13,0.959320284254057,2.04216643551104e-12,0.0003338710950059,0.0403458442663597
"DERMASON","DERMASON",9.02494584049854e-09,1.01631933195228e-24,2.64504463592184e-11,0.973878754193685,4.18499163010194e-11,3.3809713361682e-06,0.0261178557417322
"DERMASON","DERMASON",4.15349508612642e-10,1.16628934324165e-25,5.05160268703919e-11,0.992012045528524,1.26454251508474e-11,1.20660540813283e-06,0.00798674738755688
